,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Dataset,Survived,CabinD,CabinEO,Company,Companions,Alone,NamePrefix,Agegroup
540,541,1.0,female,36.0,0.0,2.0,71.0,S,train,1.0,B,e,2,2.0,0,Miss,35-60
541,542,3.0,female,9.0,4.0,2.0,31275.0,S,train,0.0,U,u,3,6.0,0,Miss,4-12
542,543,3.0,female,11.0,4.0,2.0,31275.0,S,train,0.0,U,u,3,6.0,0,Miss,4-12
543,544,2.0,male,32.0,1.0,0.0,26.0,S,train,1.0,U,u,1,1.0,0,Mr,25-35
544,545,1.0,male,50.0,1.0,0.0,106425.0,C,train,0.0,C,e,1,1.0,0,Mr,35-60
545,546,1.0,male,64.0,0.0,0.0,26.0,S,train,0.0,U,u,0,0.0,1,Mr,60-100
546,547,2.0,female,19.0,1.0,0.0,26.0,S,train,1.0,U,u,1,1.0,0,Mrs,18-25
547,548,2.0,male,30.0,0.0,0.0,138625.0,C,train,1.0,U,u,0,0.0,1,Mr,25-35
548,549,3.0,male,33.0,1.0,1.0,20525.0,S,train,0.0,U,u,3,2.0,0,Mr,25-35
549,550,2.0,male,8.0,1.0,1.0,36.75,S,train,1.0,U,u,3,2.0,0,Master,4-12
550,551,1.0,male,17.0,0.0,2.0,1108833.0,C,train,1.0,C,e,2,2.0,0,Mr,12-18
551,552,2.0,male,27.0,0.0,0.0,26.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
552,553,3.0,male,26.0,0.0,0.0,78292.0,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
554,555,3.0,female,22.0,0.0,0.0,7775.0,S,train,1.0,U,u,0,0.0,1,Miss,18-25
555,556,1.0,male,62.0,0.0,0.0,26.55,S,train,0.0,U,u,0,0.0,1,Mr,60-100
557,558,1.0,male,41.0,0.0,0.0,227525.0,C,train,0.0,U,u,0,0.0,1,Mr,35-60
558,559,1.0,female,39.0,1.0,1.0,79.65,S,train,1.0,E,o,3,2.0,0,Mrs,35-60
559,560,3.0,female,36.0,1.0,0.0,17.4,S,train,1.0,U,u,1,1.0,0,Mrs,35-60
560,561,3.0,male,26.0,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
561,562,3.0,male,40.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
562,563,2.0,male,28.0,0.0,0.0,13.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
563,564,3.0,male,26.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
564,565,3.0,female,18.75,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Miss,18-25
565,566,3.0,male,24.0,2.0,0.0,24.15,S,train,0.0,U,u,1,2.0,0,Mr,18-25
566,567,3.0,male,19.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
567,568,3.0,female,29.0,0.0,4.0,21075.0,S,train,0.0,U,u,2,4.0,0,Mrs,25-35
568,569,3.0,male,26.0,0.0,0.0,72292.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
569,570,3.0,male,32.0,0.0,0.0,78542.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
570,571,2.0,male,62.0,0.0,0.0,10.5,S,train,1.0,U,u,0,0.0,1,Mr,60-100
571,572,1.0,female,53.0,2.0,0.0,514792.0,S,train,1.0,C,o,1,2.0,0,Mrs,35-60
573,574,3.0,female,18.75,0.0,0.0,7.75,Q,train,1.0,U,u,0,0.0,1,Miss,18-25
574,575,3.0,male,16.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,12-18
575,576,3.0,male,19.0,0.0,0.0,14.5,S,train,0.0,U,u,0,0.0,1,Mr,18-25
576,577,2.0,female,34.0,0.0,0.0,13.0,S,train,1.0,U,u,0,0.0,1,Miss,25-35
577,578,1.0,female,39.0,1.0,0.0,55.9,S,train,1.0,E,e,1,1.0,0,Mrs,35-60
578,579,3.0,female,31.0,1.0,0.0,144583.0,C,train,0.0,U,u,1,1.0,0,Mrs,25-35
579,580,3.0,male,32.0,0.0,0.0,7925.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
580,581,2.0,female,25.0,1.0,1.0,30.0,S,train,1.0,U,u,3,2.0,0,Miss,18-25
581,582,1.0,female,39.0,1.0,1.0,1108833.0,C,train,1.0,C,e,3,2.0,0,Mrs,35-60
582,583,2.0,male,54.0,0.0,0.0,26.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
583,584,1.0,male,36.0,0.0,0.0,40125.0,C,train,0.0,A,e,0,0.0,1,Mr,35-60
584,585,3.0,male,26.0,0.0,0.0,87125.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
585,586,1.0,female,18.0,0.0,2.0,79.65,S,train,1.0,E,e,2,2.0,0,Miss,12-18
586,587,2.0,male,47.0,0.0,0.0,15.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
587,588,1.0,male,60.0,1.0,1.0,79.2,C,train,1.0,B,o,3,2.0,0,Mr,35-60
588,589,3.0,male,22.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,18-25
589,590,3.0,male,26.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
590,591,3.0,male,35.0,0.0,0.0,7125.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
591,592,1.0,female,52.0,1.0,0.0,782667.0,C,train,1.0,D,e,1,1.0,0,Mrs,35-60
592,593,3.0,male,47.0,0.0,0.0,7.25,S,train,0.0,U,u,0,0.0,1,Mr,35-60
593,594,3.0,female,18.75,0.0,2.0,7.75,Q,train,0.0,U,u,2,2.0,0,Miss,18-25
594,595,2.0,male,37.0,1.0,0.0,26.0,S,train,0.0,U,u,1,1.0,0,Mr,35-60
595,596,3.0,male,36.0,1.0,1.0,24.15,S,train,0.0,U,u,3,2.0,0,Mr,35-60
596,597,2.0,female,20.0,0.0,0.0,33.0,S,train,1.0,U,u,0,0.0,1,Miss,18-25
597,598,3.0,male,49.0,0.0,0.0,0.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
598,599,3.0,male,26.0,0.0,0.0,7225.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
600,601,2.0,female,24.0,2.0,1.0,27.0,S,train,1.0,U,u,3,3.0,0,Mrs,18-25
601,602,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
602,603,1.0,male,41.0,0.0,0.0,42.4,S,train,0.0,U,u,0,0.0,1,Mr,35-60
603,604,3.0,male,44.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,35-60
605,606,3.0,male,36.0,1.0,0.0,15.55,S,train,0.0,U,u,1,1.0,0,Mr,35-60
606,607,3.0,male,30.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
607,608,1.0,male,27.0,0.0,0.0,30.5,S,train,1.0,U,u,0,0.0,1,Mr,25-35
608,609,2.0,female,22.0,1.0,2.0,415792.0,C,train,1.0,U,u,3,3.0,0,Mrs,18-25
609,610,1.0,female,40.0,0.0,0.0,1534625.0,S,train,1.0,C,o,0,0.0,1,Miss,35-60
610,611,3.0,female,39.0,1.0,5.0,31275.0,S,train,0.0,U,u,3,6.0,0,Mrs,35-60
611,612,3.0,male,26.0,0.0,0.0,7.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
612,613,3.0,female,18.75,1.0,0.0,15.5,Q,train,1.0,U,u,1,1.0,0,Miss,18-25
613,614,3.0,male,26.0,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
614,615,3.0,male,35.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
615,616,2.0,female,24.0,1.0,2.0,65.0,S,train,1.0,U,u,3,3.0,0,Miss,18-25
616,617,3.0,male,34.0,1.0,1.0,14.4,S,train,0.0,U,u,3,2.0,0,Mr,25-35
617,618,3.0,female,26.0,1.0,0.0,16.1,S,train,0.0,U,u,1,1.0,0,Mrs,25-35
618,619,2.0,female,4.0,2.0,1.0,39.0,S,train,1.0,F,e,3,3.0,0,Miss,0-4
619,620,2.0,male,26.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
620,621,3.0,male,27.0,1.0,0.0,144542.0,C,train,0.0,U,u,1,1.0,0,Mr,25-35
621,622,1.0,male,42.0,1.0,0.0,525542.0,S,train,1.0,D,o,1,1.0,0,Mr,35-60
622,623,3.0,male,20.0,1.0,1.0,157417.0,C,train,1.0,U,u,3,2.0,0,Mr,18-25
623,624,3.0,male,21.0,0.0,0.0,78542.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
625,626,1.0,male,61.0,0.0,0.0,323208.0,S,train,0.0,D,e,0,0.0,1,Mr,60-100
626,627,2.0,male,57.0,0.0,0.0,12.35,Q,train,0.0,U,u,0,0.0,1,Officer,35-60
627,628,1.0,female,21.0,0.0,0.0,779583.0,S,train,1.0,D,o,0,0.0,1,Miss,18-25
628,629,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
629,630,3.0,male,26.0,0.0,0.0,77333.0,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
630,631,1.0,male,80.0,0.0,0.0,30.0,S,train,1.0,A,o,0,0.0,1,Mr,60-100
631,632,3.0,male,51.0,0.0,0.0,70542.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
632,633,1.0,male,32.0,0.0,0.0,30.5,C,train,1.0,B,e,0,0.0,1,Officer,25-35
633,634,1.0,male,41.0,0.0,0.0,0.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
634,635,3.0,female,9.0,3.0,2.0,27.9,S,train,0.0,U,u,3,5.0,0,Miss,4-12
635,636,2.0,female,28.0,0.0,0.0,13.0,S,train,1.0,U,u,0,0.0,1,Miss,25-35
636,637,3.0,male,32.0,0.0,0.0,7925.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
637,638,2.0,male,31.0,1.0,1.0,26.25,S,train,0.0,U,u,3,2.0,0,Mr,25-35
638,639,3.0,female,41.0,0.0,5.0,396875.0,S,train,0.0,U,u,2,5.0,0,Mrs,35-60
639,640,3.0,male,26.0,1.0,0.0,16.1,S,train,0.0,U,u,1,1.0,0,Mr,25-35
640,641,3.0,male,20.0,0.0,0.0,78542.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
641,642,1.0,female,24.0,0.0,0.0,69.3,C,train,1.0,B,o,0,0.0,1,Miss,18-25
642,643,3.0,female,2.0,3.0,2.0,27.9,S,train,0.0,U,u,3,5.0,0,Miss,0-4
643,644,3.0,male,26.0,0.0,0.0,564958.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
644,645,3.0,female,0.75,2.0,1.0,192583.0,C,train,1.0,U,u,3,3.0,0,Miss,0-4
645,646,1.0,male,48.0,1.0,0.0,767292.0,C,train,1.0,D,o,1,1.0,0,Mr,35-60
646,647,3.0,male,19.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
647,648,1.0,male,56.0,0.0,0.0,35.5,C,train,1.0,A,e,0,0.0,1,Officer,35-60
648,649,3.0,male,26.0,0.0,0.0,7.55,S,train,0.0,U,u,0,0.0,1,Mr,25-35
649,650,3.0,female,23.0,0.0,0.0,7.55,S,train,1.0,U,u,0,0.0,1,Miss,18-25
650,651,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
651,652,2.0,female,18.0,0.0,1.0,23.0,S,train,1.0,U,u,2,1.0,0,Miss,12-18
652,653,3.0,male,21.0,0.0,0.0,84333.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
655,656,2.0,male,24.0,2.0,0.0,73.5,S,train,0.0,U,u,1,2.0,0,Mr,18-25
656,657,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
657,658,3.0,female,32.0,1.0,1.0,15.5,Q,train,0.0,U,u,3,2.0,0,Mrs,25-35
658,659,2.0,male,23.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
659,660,1.0,male,58.0,0.0,2.0,113275.0,C,train,0.0,D,e,2,2.0,0,Mr,35-60
660,661,1.0,male,50.0,2.0,0.0,133.65,S,train,1.0,U,u,1,2.0,0,Officer,35-60
661,662,3.0,male,40.0,0.0,0.0,7225.0,C,train,0.0,U,u,0,0.0,1,Mr,35-60
662,663,1.0,male,47.0,0.0,0.0,255875.0,S,train,0.0,E,e,0,0.0,1,Mr,35-60
663,664,3.0,male,36.0,0.0,0.0,74958.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
664,665,3.0,male,20.0,1.0,0.0,7925.0,S,train,1.0,U,u,1,1.0,0,Mr,18-25
665,666,2.0,male,32.0,2.0,0.0,73.5,S,train,0.0,U,u,1,2.0,0,Mr,25-35
666,667,2.0,male,25.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
667,668,3.0,male,26.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
668,669,3.0,male,43.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,35-60
669,670,1.0,female,45.0,1.0,0.0,52.0,S,train,1.0,C,e,1,1.0,0,Mrs,35-60
670,671,2.0,female,40.0,1.0,1.0,39.0,S,train,1.0,U,u,3,2.0,0,Mrs,35-60
671,672,1.0,male,31.0,1.0,0.0,52.0,S,train,0.0,B,o,1,1.0,0,Mr,25-35
672,673,2.0,male,70.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,60-100
673,674,2.0,male,31.0,0.0,0.0,13.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
674,675,2.0,male,30.0,0.0,0.0,0.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
675,676,3.0,male,18.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Mr,12-18
676,677,3.0,male,24.5,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,18-25
677,678,3.0,female,18.0,0.0,0.0,98417.0,S,train,1.0,U,u,0,0.0,1,Miss,12-18
678,679,3.0,female,43.0,1.0,6.0,46.9,S,train,0.0,U,u,3,7.0,0,Mrs,35-60
679,680,1.0,male,36.0,0.0,1.0,5123292.0,C,train,1.0,B,o,2,1.0,0,Mr,35-60
680,681,3.0,female,18.75,0.0,0.0,81375.0,Q,train,0.0,U,u,0,0.0,1,Miss,18-25
681,682,1.0,male,27.0,0.0,0.0,767292.0,C,train,1.0,D,o,0,0.0,1,Mr,25-35
682,683,3.0,male,20.0,0.0,0.0,9225.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
683,684,3.0,male,14.0,5.0,2.0,46.9,S,train,0.0,U,u,3,7.0,0,Mr,12-18
684,685,2.0,male,60.0,1.0,1.0,39.0,S,train,0.0,U,u,3,2.0,0,Mr,35-60
685,686,2.0,male,25.0,1.0,2.0,415792.0,C,train,0.0,U,u,3,3.0,0,Mr,18-25
686,687,3.0,male,14.0,4.0,1.0,396875.0,S,train,0.0,U,u,3,5.0,0,Mr,12-18
687,688,3.0,male,19.0,0.0,0.0,101708.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
688,689,3.0,male,18.0,0.0,0.0,77958.0,S,train,0.0,U,u,0,0.0,1,Mr,12-18
689,690,1.0,female,15.0,0.0,1.0,2113375.0,S,train,1.0,B,o,2,1.0,0,Miss,12-18
690,691,1.0,male,31.0,1.0,0.0,57.0,S,train,1.0,B,e,1,1.0,0,Mr,25-35
691,692,3.0,female,4.0,0.0,1.0,134167.0,C,train,1.0,U,u,2,1.0,0,Miss,0-4
692,693,3.0,male,26.0,0.0,0.0,564958.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
693,694,3.0,male,25.0,0.0,0.0,7225.0,C,train,0.0,U,u,0,0.0,1,Mr,18-25
694,695,1.0,male,60.0,0.0,0.0,26.55,S,train,0.0,U,u,0,0.0,1,Officer,35-60
695,696,2.0,male,52.0,0.0,0.0,13.5,S,train,0.0,U,u,0,0.0,1,Mr,35-60
696,697,3.0,male,44.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,35-60
698,699,1.0,male,49.0,1.0,1.0,1108833.0,C,train,0.0,C,e,3,2.0,0,Mr,35-60
699,700,3.0,male,42.0,0.0,0.0,7.65,S,train,0.0,G,o,0,0.0,1,Mr,35-60
700,701,1.0,female,18.0,1.0,0.0,227525.0,C,train,1.0,C,e,1,1.0,0,Mrs,12-18
701,702,1.0,male,35.0,0.0,0.0,262875.0,S,train,1.0,E,e,0,0.0,1,Mr,25-35
702,703,3.0,female,18.0,0.0,1.0,144542.0,C,train,0.0,U,u,2,1.0,0,Miss,12-18
703,704,3.0,male,25.0,0.0,0.0,77417.0,Q,train,0.0,U,u,0,0.0,1,Mr,18-25
704,705,3.0,male,26.0,1.0,0.0,78542.0,S,train,0.0,U,u,1,1.0,0,Mr,25-35
707,708,1.0,male,42.0,0.0,0.0,262875.0,S,train,1.0,E,e,0,0.0,1,Mr,35-60
708,709,1.0,female,22.0,0.0,0.0,151.55,S,train,1.0,U,u,0,0.0,1,Miss,18-25
711,712,1.0,male,41.0,0.0,0.0,26.55,S,train,0.0,C,e,0,0.0,1,Mr,35-60
712,713,1.0,male,48.0,1.0,0.0,52.0,S,train,1.0,C,e,1,1.0,0,Mr,35-60
713,714,3.0,male,29.0,0.0,0.0,94833.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
714,715,2.0,male,52.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
715,716,3.0,male,19.0,0.0,0.0,7.65,S,train,0.0,G,o,0,0.0,1,Mr,18-25
716,717,1.0,female,38.0,0.0,0.0,227525.0,C,train,1.0,C,o,0,0.0,1,Miss,35-60
718,719,3.0,male,26.0,0.0,0.0,15.5,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
719,720,3.0,male,33.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
721,722,3.0,male,17.0,1.0,0.0,70542.0,S,train,0.0,U,u,1,1.0,0,Mr,12-18
722,723,2.0,male,34.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
723,724,2.0,male,50.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
724,725,1.0,male,27.0,1.0,0.0,53.1,S,train,1.0,E,e,1,1.0,0,Mr,25-35
725,726,3.0,male,20.0,0.0,0.0,86625.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
726,727,2.0,female,30.0,3.0,0.0,21.0,S,train,1.0,U,u,1,3.0,0,Mrs,25-35
727,728,3.0,female,18.75,0.0,0.0,77375.0,Q,train,1.0,U,u,0,0.0,1,Miss,18-25
728,729,2.0,male,25.0,1.0,0.0,26.0,S,train,0.0,U,u,1,1.0,0,Mr,18-25
729,730,3.0,female,25.0,1.0,0.0,7925.0,S,train,0.0,U,u,1,1.0,0,Miss,18-25
730,731,1.0,female,29.0,0.0,0.0,2113375.0,S,train,1.0,B,o,0,0.0,1,Miss,25-35
731,732,3.0,male,11.0,0.0,0.0,187875.0,C,train,0.0,U,u,0,0.0,1,Mr,4-12
732,733,2.0,male,30.0,0.0,0.0,0.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
733,734,2.0,male,23.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
734,735,2.0,male,23.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
735,736,3.0,male,28.5,0.0,0.0,16.1,S,train,0.0,U,u,0,0.0,1,Mr,25-35
736,737,3.0,female,48.0,1.0,3.0,34375.0,S,train,0.0,U,u,3,4.0,0,Mrs,35-60
737,738,1.0,male,35.0,0.0,0.0,5123292.0,C,train,1.0,B,o,0,0.0,1,Mr,25-35
738,739,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
739,740,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
740,741,1.0,male,41.0,0.0,0.0,30.0,S,train,1.0,D,o,0,0.0,1,Mr,35-60
741,742,1.0,male,36.0,1.0,0.0,78.85,S,train,0.0,C,e,1,1.0,0,Mr,35-60
743,744,3.0,male,24.0,1.0,0.0,16.1,S,train,0.0,U,u,1,1.0,0,Mr,18-25
744,745,3.0,male,31.0,0.0,0.0,7925.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
745,746,1.0,male,70.0,1.0,1.0,71.0,S,train,0.0,B,e,3,2.0,0,Officer,60-100
746,747,3.0,male,16.0,1.0,1.0,20.25,S,train,0.0,U,u,3,2.0,0,Mr,12-18
747,748,2.0,female,30.0,0.0,0.0,13.0,S,train,1.0,U,u,0,0.0,1,Miss,25-35
748,749,1.0,male,19.0,1.0,0.0,53.1,S,train,0.0,D,e,1,1.0,0,Mr,18-25
749,750,3.0,male,31.0,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
750,751,2.0,female,4.0,1.0,1.0,23.0,S,train,1.0,U,u,3,2.0,0,Miss,0-4
751,752,3.0,male,6.0,0.0,1.0,12475.0,S,train,1.0,E,o,2,1.0,0,Master,4-12
752,753,3.0,male,33.0,0.0,0.0,9.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
753,754,3.0,male,23.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
754,755,2.0,female,48.0,1.0,2.0,65.0,S,train,1.0,U,u,3,3.0,0,Mrs,35-60
755,756,2.0,male,0.67,1.0,1.0,14.5,S,train,1.0,U,u,3,2.0,0,Master,0-4
756,757,3.0,male,28.0,0.0,0.0,77958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
757,758,2.0,male,18.0,0.0,0.0,11.5,S,train,0.0,U,u,0,0.0,1,Mr,12-18
758,759,3.0,male,34.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
759,760,1.0,female,,0.0,0.0,86.5,S,train,1.0,B,o,0,0.0,1,,
760,761,3.0,male,26.0,0.0,0.0,14.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
761,762,3.0,male,41.0,0.0,0.0,7125.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
762,763,3.0,male,20.0,0.0,0.0,72292.0,C,train,1.0,U,u,0,0.0,1,Mr,18-25
763,764,1.0,female,36.0,1.0,2.0,120.0,S,train,1.0,B,e,3,3.0,0,Mrs,35-60
764,765,3.0,male,16.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Mr,12-18
765,766,1.0,female,51.0,1.0,0.0,779583.0,S,train,1.0,D,o,1,1.0,0,Mrs,35-60
766,767,1.0,male,52.0,0.0,0.0,39.6,C,train,0.0,U,u,0,0.0,1,Officer,35-60
767,768,3.0,female,30.5,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Miss,25-35
768,769,3.0,male,26.0,1.0,0.0,24.15,Q,train,0.0,U,u,1,1.0,0,Mr,25-35
769,770,3.0,male,32.0,0.0,0.0,83625.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
770,771,3.0,male,24.0,0.0,0.0,9.5,S,train,0.0,U,u,0,0.0,1,Mr,18-25
771,772,3.0,male,48.0,0.0,0.0,78542.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
772,773,2.0,female,57.0,0.0,0.0,10.5,S,train,0.0,E,o,0,0.0,1,Mrs,35-60
773,774,3.0,male,26.0,0.0,0.0,7225.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
774,775,2.0,female,54.0,1.0,3.0,23.0,S,train,1.0,U,u,3,4.0,0,Mrs,35-60
775,776,3.0,male,18.0,0.0,0.0,7.75,S,train,0.0,U,u,0,0.0,1,Mr,12-18
776,777,3.0,male,26.0,0.0,0.0,7.75,Q,train,0.0,F,e,0,0.0,1,Mr,25-35
777,778,3.0,female,5.0,0.0,0.0,12475.0,S,train,1.0,U,u,0,0.0,1,Miss,4-12
778,779,3.0,male,26.0,0.0,0.0,77375.0,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
779,780,1.0,female,43.0,0.0,1.0,2113375.0,S,train,1.0,B,o,2,1.0,0,Mrs,35-60
780,781,3.0,female,13.0,0.0,0.0,72292.0,C,train,1.0,U,u,0,0.0,1,Miss,12-18
781,782,1.0,female,17.0,1.0,0.0,57.0,S,train,1.0,B,e,1,1.0,0,Mrs,12-18
782,783,1.0,male,29.0,0.0,0.0,30.0,S,train,0.0,D,e,0,0.0,1,Mr,25-35
783,784,3.0,male,26.0,1.0,2.0,23.45,S,train,0.0,U,u,3,3.0,0,Mr,25-35
784,785,3.0,male,25.0,0.0,0.0,7.05,S,train,0.0,U,u,0,0.0,1,Mr,18-25
785,786,3.0,male,25.0,0.0,0.0,7.25,S,train,0.0,U,u,0,0.0,1,Mr,18-25
786,787,3.0,female,18.0,0.0,0.0,74958.0,S,train,1.0,U,u,0,0.0,1,Miss,12-18
787,788,3.0,male,8.0,4.0,1.0,29125.0,Q,train,0.0,U,u,3,5.0,0,Master,4-12
788,789,3.0,male,1.0,1.0,2.0,20575.0,S,train,1.0,U,u,3,3.0,0,Master,0-4
789,790,1.0,male,46.0,0.0,0.0,79.2,C,train,0.0,B,e,0,0.0,1,Mr,35-60
791,792,2.0,male,16.0,0.0,0.0,26.0,S,train,0.0,U,u,0,0.0,1,Mr,12-18
792,793,3.0,female,18.75,8.0,2.0,69.55,S,train,0.0,U,u,3,10.0,0,Miss,18-25
793,794,1.0,male,41.0,0.0,0.0,306958.0,C,train,0.0,U,u,0,0.0,1,Mr,35-60
794,795,3.0,male,25.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
795,796,2.0,male,39.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
796,797,1.0,female,49.0,0.0,0.0,259292.0,S,train,1.0,D,o,0,0.0,1,Officer,35-60
797,798,3.0,female,31.0,0.0,0.0,86833.0,S,train,1.0,U,u,0,0.0,1,Mrs,25-35
798,799,3.0,male,30.0,0.0,0.0,72292.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
799,800,3.0,female,30.0,1.0,1.0,24.15,S,train,0.0,U,u,3,2.0,0,Mrs,25-35
800,801,2.0,male,34.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
801,802,2.0,female,31.0,1.0,1.0,26.25,S,train,1.0,U,u,3,2.0,0,Mrs,25-35
802,803,1.0,male,11.0,1.0,2.0,120.0,S,train,1.0,B,e,3,3.0,0,Master,4-12
803,804,3.0,male,0.42,0.0,1.0,85167.0,C,train,1.0,U,u,2,1.0,0,Master,0-4
804,805,3.0,male,27.0,0.0,0.0,6975.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
805,806,3.0,male,31.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
806,807,1.0,male,39.0,0.0,0.0,0.0,S,train,0.0,A,e,0,0.0,1,Mr,35-60
807,808,3.0,female,18.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Miss,12-18
808,809,2.0,male,39.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
809,810,1.0,female,33.0,1.0,0.0,53.1,S,train,1.0,E,e,1,1.0,0,Mrs,25-35
810,811,3.0,male,26.0,0.0,0.0,78875.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
